Country,Economy Code,ISO Code,Region,Income Group,Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?,Total(thousands),Overnight(thousands),OneDay(thousands),Cruise(thousands),Expenditures(USMillion)
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2015,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,882,789,93,93,654
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2016,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,681,601,80,80,546
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2017,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,429,427,2,2,..
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2018,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,..
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2019,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,..
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2020,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,..
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2021,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,..
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2022,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,NA
"Venezuela, RB",VEN,VEN,Latin America & Caribbean,Not classified,2023,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,182,Yes,Yes,14,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,NA
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,1995,56.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,75,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,1351,NA,NA,NA,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,1996,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,1607,975,632,162,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,1997,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,1716,1114,602,131,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,1998,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,1520,978,542,157,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,1999,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,1782,1211,571,188,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2000,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,2140,1383,757,256,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2001,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,2330,1599,731,285,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2002,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,2628,NA,309,309,..
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2003,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,2429,NA,241,241,"1,400"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2004,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,2928,NA,263,263,"1,700"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2005,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,3477,NA,200,200,"2,300"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2006,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,3583,NA,224,224,"2,850"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2007,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,4229,NA,225,225,"3,750"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2008,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,4236,NA,152,152,"3,930"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2009,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,3747,NA,66,66,"3,050"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2010,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,5050,NA,50,50,"4,450"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2011,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,6014,NA,46,46,"5,710"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2012,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,6848,NA,NA,286,"6,850"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2013,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,7572,7201,371,193,"7,250"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2014,76.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,180,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,7874,7488,386,48,"7,410"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2015,76.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,180,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,7944,7555,389,170,"7,350"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2016,76.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,180,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,10013,NA,NA,285,"8,500"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2017,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,12922,NA,NA,259,"8,890"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2018,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,15498,NA,NA,215,"10,080"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2019,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,18009,NA,NA,264,"11,830"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2020,81.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,3837,NA,NA,114,"3,232"
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2021,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,157,NA,NA,NA,149
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2022,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,2023,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,180,Yes,Yes,7,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,1995,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,1996,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,1997,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,1998,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,1999,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2000,23.1,25,No,No,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2001,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2002,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2003,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2004,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2005,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2006,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2007,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2008,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2009,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2010,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2011,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2012,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2013,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2014,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2015,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2016,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2017,38.1,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2018,38.1,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2019,38.1,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2020,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2021,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2022,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2023,26.3,25,No,No,Yes,No,25,No,Yes,No,No,0,No,No,No,No,20,No,Yes,No,No,No,0,No,70,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
"Yemen, Rep.",YEM,YEM,Middle East & North Africa,Low income,1995,23.8,25,No,No,No,Yes,0,No,No,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,61,NA,NA,..
"Yemen, Rep.",YEM,YEM,Middle East & North Africa,Low income,1996,23.8,25,No,No,No,Yes,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,60,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,NA,74,NA,NA,..
